contestantName,rank,currentRating
Unión Adarve II,6839,48.4830811951
Cosmos Nowotaniec,6840,48.4827221234
Odorheiu Secuiesc,6841,48.4780542031
Flacăra Moreni,6842,48.470513761
Tuloy,6843,48.4672502672
Şoimii Gura Humorului,6844,48.4618961803
Eastern District,6845,48.4521854966
Berane,6846,48.4518424272
Sinđelić Niš,6847,48.4514833664
Etoile Filante,6848,48.4486771591
Morava Ćuprija,6849,48.4432250025
Busko-Zdrój,6850,48.4392753736
Astrio,6851,48.431735215
Atlético San Pablo,6852,48.4274120363
Al Taqdom,6853,48.4240191245
Ensenada,6854,48.4212556656
Radnički Valjevo,6855,48.4180912586
Al Tora,6856,48.4121705039
Sporting Punta Alta,6857,48.4073053006
Neusiedl,6858,48.4048065273
Stăuceni,6859,48.4048065273
Belgrano Esquel,6860,48.4044329418
Jeonbuk Motors II,6861,48.3974660552
Solothurn,6862,48.396907579
Briton Ferry,6863,48.396907579
Hünfelder SV,6864,48.3961894958
Saint-Lô Manche,6865,48.3958304544
Muttenz,6866,48.3951123719
Tinajo,6867,48.3947533309
Spjelkavik,6868,48.393317168
Sloboda DT,6869,48.387931575
Gombak,6871,48.3843252047
Madlenya,6872,48.3826122804
Argentinos del Norte RN,6873,48.3814543598
Dynamo Schwerin,6874,48.3807508281
Havířov,6875,48.3789556491
Os,6876,48.3742881986
Las Zocas,6877,48.372493031
Maracena,6878,48.3699798016
Fortuna Köln II,6879,48.3671075469
Mattersburg 2020,6880,48.3653123918
Walton & Hersham,6881,48.3645943306
Lipno Stęszew,6882,48.3638762699
EFI Juniors,6883,48.359553376
Zamora II,6884,48.3538234732
Kloetinge,6885,48.35310542
Pompei,6886,48.3505922379
Arbol Verde Jáchal,6887,48.3484235465
Alqueries,6888,48.34628394
Tomasovia Tomaszów,6889,48.3444888212
Pogoń Nowe Skalmierzyce,6890,48.3423346828
SD Logroñés II,6891,48.3419756602
BTS Neustadt,6892,48.3416166377
Lida,6893,48.3394625053
Pogoń Mogilno,6894,48.3365903357
CSC Cayenne,6895,48.3338147528
Ørn Horten,6896,48.3326411157
Ardziv,6897,48.3326411157
Romanija Pale,6898,48.3322820965
Budissa Bautzen,6899,48.3301279836
Tháder,6900,48.3268968228
La Fraternidad,6901,48.3268822828
Cleveland SC,6902,48.3253937208
Cobaltore Onagawa,6903,48.3208852617
Arsenal,6904,48.3172999765
Jahn Regensburg II,6905,48.3164853736
Deportivo Gral. Pinto,6906,48.3150347801
Benavente,6907,48.3111001826
Bella Vista,6908,48.3107266312
Persiba Balikpapan,6909,48.3096481471
Mohammedan Dhaka,6910,48.3071387004
Garde-côtes,6911,48.3039862353
Tuttocuoio,6912,48.3006888934
Metallurg Magnitogorsk,6913,48.2963808045
Arenal,6914,48.2895597008
ROW Rybnik,6915,48.2859696644
Swieqi United,6916,48.2845336533
Deportivo Colón,6917,48.2838011092
Cove Rangers,6918,48.2823796405
Grótta,6919,48.2809436345
IFK Trelleborg,6920,48.2784306287
San Fernando Henares,6921,48.2741226332
Vranov nad Topľou,6922,48.2730456371
Magenta,6923,48.2715916925
Westhoek,6924,48.2687376642
LPS HD Clinceni,6925,48.2655066963
Uritarra,6926,48.2640707139
Małapanew Ozimek,6927,48.2601217725
Gemert,6928,48.2504289807
Jaalan,6929,48.244509191
UM Damansara United,6930,48.2432332057
Ravensburg,6931,48.2421722303
Montañas del Pas,6932,48.2418132427
San Francisco La Rioja,6933,48.2400037676
Jeunesse Evolution,6934,48.2393969006
Đồng Tháp,6935,48.2385663713
Abacha City,6936,48.2354177456
Zagora,6937,48.2349925013
Sportivo Pedal,6938,48.2335420229
Monte,6939,48.2328385924
Eintracht Stadtallendorf,6940,48.2328385924
Metallurg Asha,6941,48.2317616396
GFK Sloboda Užice,6942,48.2303257044
Budućnost Dobanovci,6943,48.2292487542
Stadeln,6944,48.2274538399
Beluša,6945,48.2274538399
Manlleu,6946,48.2260179106
Luján Sport,6947,48.2252854083
Midwest United,6948,48.2230790311
Kamenica Sasa,6949,48.2227870772
HO Kalken,6950,48.2163254409
Finn Harps,6951,48.2145305492
Nardo,6952,48.213094638
Galanta,6953,48.2109407751
Middleham United,6954,48.2051301367
Steel City,6955,48.2051301367
Hudson Valley Hammers,6956,48.2044121875
Santa Anastasia,6957,48.2001715282
Arucas II,6958,48.1987356371
Comercio Santa Sylvina,6959,48.1983621265
Kosmos Dolgoprudny,6960,48.1950561755
Ararat II,6961,48.1933510636
Suduroy,6962,48.1908382723
Regatas,6963,48.1908237343
Churchill Brothers,6964,48.1895854167
Novaci,6965,48.1858127082
Anagennisi Deryneia,6966,48.178920546
HT16,6967,48.1750437252
Floreşti,6968,48.1728899422
Salalah,6969,48.169842295
Ilumberri,6970,48.1693003138
Kırıkkale FK,6971,48.1664286202
San Carlos FC,6972,48.1652847139
Revilla II,6973,48.1649927764
Zacatepec,6974,48.1634899114
Paternò,6975,48.1585315043
Persikad Depok,6976,48.1477468211
Inđija,6977,48.1441732676
Campos,6978,48.1402247878
Rapitenca,6979,48.136635274
Widzew Łódź II,6980,48.1273025967
AS Agareb,6981,48.1272052706
Minero Argentino,6982,48.1265701649
San Agustín,6983,48.1255078609
Zumaiako,6984,48.121559453
Los Angeles II,6985,48.1150314348
Etimesgut Belediyespor,6986,48.1122269132
Kepezspor,6987,48.1111500872
Chertanovo,6988,48.1092656444
Sportfreunde Schwaig,6989,48.1086374975
Sporty,6990,48.1066668617
FC Santiago,6991,48.1056989546
Sleipner,6992,48.0985872004
Rubin Yalta,6993,48.0984974661
Tarpa,6994,48.0971514518
Laredo Heat,6995,48.0970844329
Al Ittifaq,6996,48.0887200064
Željezničar Banja Luka,6997,48.0860244679
Hummetroth,6998,48.0845887369
Niva Dolbizno,6999,48.0831530078
Holywell,7000,48.0809994181
Al Jazira Al Hamra,7001,48.0808234898
Olympic Peleño,7002,48.0806404869
Alianza Cutral Có,7003,48.078472366
Gau-Odernheim,7004,48.0774101119
Fontana,7005,48.0773955755
Gamle Oslo,7006,48.074538676
Gebenbach,7007,48.0723851044
Wda Świecie,7008,48.0691547555
Viking II,7009,48.0680779748
Stilon Gorzów,7010,48.0619762388
Bergara,7011,48.0612583899
Sariegos del Bernesga,7012,48.0591048463
Qviding FIF,7013,48.0573102301
La Horquetta Rangers,7014,48.0568842909
AFC Totton,7015,48.055515617
Correcaminos UAT II,7016,48.0543718345
UF Santos,7017,48.0541063734
Villa Belgrano Junín,7018,48.0540653927
Mérida II,7019,48.0526442426
Oliva,7020,48.0465425987
Sănătatea Cluj,7021,48.0451069231
Holbæk B&I,7022,48.0447480046
Villaverde Norte,7023,48.0443890861
Flénu,7024,48.0440301678
Buchholz,7025,48.0386464079
Liphakoe,7026,48.0383537396
PT Athletic,7027,48.0382715064
Nõmme United,7028,48.0379285754
Kaltenkirchener TS,7029,48.0354161656
Navy,7030,48.0354001805
Freetonians SLIFA,7031,48.0297397835
Jackson Lions,7032,48.0191980934
Barreda,7033,48.0178294699
Rewa,7034,48.0142224384
Yanbian Longding,7035,48.0109942357
Mitre San Pedro,7036,48.00776553
Team Thoren,7037,48.0067571852
WaleWale Catholic Stars,7038,48.0058882247
Ştefăneşti,7039,48.0052677298
Addis Ketema,7040,48.0051704152
Figueres,7041,48.0023964966
Oque d'El Rei,7042,47.9988737102
Las Rozas II,7043,47.9948595479
Villarcayo Nela,7044,47.9937828455
Rovers,7045,47.991258188
Union Mauer,7046,47.9815802975
Hartford City,7047,47.9807954939
Jette,7048,47.9758379725
Motilla,7049,47.9647123096
GR / SIAF,7050,47.9637018805
Arar,7051,47.963459731
Đerdap Kladovo,7052,47.9618411905
Budaörs,7053,47.9614823012
Horta,7054,47.960764523
Calasancio,7055,47.960405634
Backnang,7056,47.959328968
Menge Belashangul,7057,47.9585138811
Hakoah Ramat Gan,7058,47.957893415
Naters,7059,47.9553812021
Aumund-Vegesack,7060,47.9550223151
Silivrispor,7061,47.9535867681
Ayrón,7062,47.9510745659
Gullegem,7063,47.9485623698
Beitar Ramat Gan,7064,47.9482034852
Pioneros de Cancún,7065,47.9463420549
Quintanar,7066,47.9431791134
Perak FA,7067,47.9377799018
Zlatibor Čajetina,7068,47.935283722
Uribelarrea,7069,47.9349103076
Altay,7070,47.9345659622
Hapoel Segev Shalom,7071,47.9342070825
Honka,7072,47.9328971725
Nové Zámky,7073,47.9324126857
Imigresen II,7074,47.9262957772
Słowianin Wolibórz,7075,47.9241585016
Villa Alvear,7076,47.9169664703
Nuova Sondrio,7077,47.9162632575
María Grande,7078,47.9144543583
Xuân Thiện Phú Thọ,7079,47.9126585472
Régua,7080,47.9115979147
Nakhon Si United,7081,47.9058400007
Torlak,7082,47.9047793753
Mławianka Mława,7083,47.903702768
Alberite,7084,47.9033438991
Blansko,7085,47.9015495568
Atlético Tostado,7086,47.8961520148
SC United Bantams,7087,47.8960995429
Almodóvar,7088,47.8950899504
Annagh United,7089,47.8950899504
Academia Mascherano,7090,47.8939988195
Nusantara United,7091,47.8918441797
Reutlingen,7092,47.8900658404
Västra Frölunda,7093,47.8900658404
St Louis Suns United,7094,47.8899685368
Hapoel Lod,7095,47.8868360685
Sabiñánigo,7096,47.8864772056
Akademiya Ontustik,7097,47.8864772056
Ahlafors,7098,47.8843240308
Chanthaburi,7099,47.8800017122
Verden 04,7100,47.8696107915
Persekat,7101,47.8681593824
Racing Portuense,7102,47.8638690972
Progresso,7103,47.8637862022
Béjar Industrial,7104,47.8631513877
Wisła Kraków II,7105,47.8627925331
Tuzla City,7106,47.8613571161
Sheriff II,7107,47.8545389131
Asociación Cristiana,7108,47.8527301235
Yeni Mersin İY,7109,47.8520269551
San Martín Villa Unión,7110,47.8509358703
Ferrymead Bays,7111,47.8498559106
Dunaharaszti MTK,7112,47.8487973038
T6 NIKA,7113,47.8484384543
Omladinac Zablaće,7114,47.8448499663
Aziza,7115,47.8445573537
Eskişehirspor,7116,47.8419791849
Prime Bangkok,7117,47.8401689687
PVF-CAND II,7118,47.8387335836
Barkchi Hisar,7119,47.8351487573
Tedeón,7120,47.834802267
Long An,7121,47.8301213157
Black Stars,7122,47.8297784546
Beluso,7123,47.826548874
Khosilot Farkhor,7124,47.8265365197
Diamantinoise,7125,47.8228775734
Hertha Wiesbach,7126,47.8200897436
Al Ittifaq Maqaba,7127,47.8188373428
Kelantan Red Warrior,7128,47.8179207276
Uljanik,7129,47.8172190322
Gendarmerie,7130,47.8104673564
Patacona,7131,47.8071716059
Udon United,7132,47.8067967896
Starogard Gdański,7133,47.8046597649
Ulaanbaatar,7134,47.8044679938
MŠK Senec,7135,47.80214793
Gokulam Kerala,7136,47.8019720499
AKAS,7137,47.801789097
Cartaya,7138,47.801789097
Igloopol Dębica,7139,47.7938948021
Blauw Geel '38,7140,47.7913829939
Vilafranca,7141,47.7867182236
Rheindorf Altach II,7142,47.7860005685
UFC Hallein,7143,47.7849240869
Deportivo Luján,7144,47.7827565948
Monthey,7145,47.7816946488
Hollenbach,7146,47.7809769973
Fénix,7147,47.7802448141
Lancy,7148,47.7680593567
Deportivo La Punta,7149,47.762662523
Ferro Carril Oeste GA,7150,47.761944885
Garelli United,7151,47.7576217286
Bubali,7152,47.7539825455
Atlético Victoria,7153,47.7526156362
Abanto,7154,47.751912537
Uherský Brod,7155,47.7511949065
Kasuka,7156,47.7497472937
Torpedo Vladimir,7157,47.7489523146
Baka City,7158,47.7487494313
Delémont,7159,47.7476067618
Atenas Pocito,7160,47.7425688488
Trat,7161,47.742208588
Ganshoren,7162,47.737560024
Łada Biłgoraj,7163,47.7346895457
Baltika II,7164,47.7342410342
Victory Boys,7165,47.7294039406
Independiente Catamarca,7166,47.7289340821
Inter Wanica,7167,47.7287151454
Requena,7168,47.7260781596
Bancruz Río Gallegos,7169,47.7167347093
Ljubić Prnjavor,7170,47.7153140298
Yeka Kifle Ketema,7171,47.7148579406
Blau-Weiß Dingden,7172,47.7120848131
Atmosfera,7173,47.7074204072
Orenburg II,7174,47.7055367109
Šumadija 1903 Kragujevac,7175,47.6970152713
UWI Blackbirds,7176,47.6834776321
Türkspor Dortmund,7177,47.677281686
Farsta,7178,47.6762053197
Osogovo,7179,47.6675944302
Al Karmel,7180,47.6609604554
Western Tigers,7181,47.6608740411
Moso Sugar,7182,47.6549238467
Lourdes,7183,47.6532431103
TSV St. Johann,7184,47.6507316502
Atlético Ayacucho,7185,47.6507171199
Harer Ketema,7186,47.6506343695
St. Johann in Tirol,7187,47.6503728707
Puerto de Vega,7188,47.6482201963
Brodd,7189,47.6478614177
Drama Zbrosławice,7190,47.645349971
Johor Darul Ta'zim II,7191,47.6442576596
Olympic,7192,47.6365634923
Sundy,7193,47.6364467893
Racing Teodelina,7194,47.6349309422
Atlético Mar del Plata,7195,47.6345721683
Ruch Wysokie Mazowieckie,7196,47.6342279246
Lernayin Artsakh,7197,47.6342279246
Río Teuco,7198,47.6299081191
Dren Vrhnika,7199,47.6238235401
Benagalbón,7200,47.6227472306
Sokol Brozany,7201,47.6216709222
Río Dulce,7202,47.620938854
TSB Flensburg,7203,47.6195183089
Harksheide,7204,47.6166481649
Parque Sur,7205,47.6105346062
Kitzbühel,7206,47.6094728405
SG-Tertre-Hautrage,7207,47.6094728405
Monheim,7208,47.6091140756
Darmstadt 98 II,7209,47.6080377817
Vera,7210,47.5990687105
Sportsman Club,7211,47.5958253348
Ludogorets III,7212,47.5936873059
Real Acerrana,7213,47.5915347521
USBBRH,7214,47.5907040732
Belgrano Curuzú Cuatiá,7215,47.5900851893
Winterthur II,7216,47.5850771181
Napoli Argentino,7217,47.5829100533
Okinawa SV,7218,47.5807560738
Madridejos,7219,47.5782607715
Raeren-Eynatten,7220,47.5739557341
Sparta Nijkerk,7221,47.5721619739
Gulf United,7222,47.5712686306
Leher TS,7223,47.5703682169
Sodupe,7224,47.5692919642
Polideportivo Almería,7225,47.5613994797
Ponferradina II,7226,47.5545832926
Tucson,7227,47.5537988188
Sarmiento Maggiolo,7228,47.5416540092
Saint-Laurent,7229,47.538372893
Sineu,7230,47.5380811353
VJS,7231,47.5374892151
Pattani,7232,47.53411903
Grulla Morioka,7233,47.53411903
Szegedi VSE,7234,47.533776269
Bollstanäs,7235,47.5262427972
HNK Zadar,7236,47.5258840618
Volda,7237,47.5248078566
SC Sopron,7238,47.5222967153
Real Monterotondo Scalo,7239,47.5219379814
Northern Virginia,7240,47.5215122666
Lemos,7241,47.5187093815
Lidköping,7242,47.5187093815
Söke 1970,7243,47.5187093815
LLB Amasipiri,7244,47.5157263718
Arminia Ludwigshafen,7245,47.5115347522
Darajani Gogo,7246,47.5035454523
Manavgat Belediyespor,7247,47.5022078102
Langenthal,7248,47.4989792735
Diósgyőr II,7249,47.4935984018
Unión Sunchales,7250,47.4892791972
Yozgat Bld Bozokspor,7251,47.4871413937
Freienbach,7252,47.4849890669
Ihud Bnei Baqa,7253,47.4839129052
Bunga Raya,7254,47.4788748561
Portalban / Gletterens,7255,47.477097241
Viktoria Berlin,7256,47.4656183318
Sydney United,7257,47.4648849282
ACS Târgu Mureș 1898,7258,47.4627486249
Pyunik II,7259,47.4620311994
Madla,7260,47.4616724869
Vorwärts Steyr,7261,47.4613137745
Shabab Baalbeck,7262,47.4559207539
General Rojo UD,7263,47.4534076063
Lisse,7264,47.4491176285
Sportivo Villa Dolores,7265,47.4480269777
Los Troncos Río Grande,7266,47.4465921483
Cracovia Kraków II,7267,47.4458892617
Brežice,7268,47.444095729
Argentino Rojas,7269,47.4433637895
Atlético San Julián,7270,47.4433637895
Drina HE Višegrad,7271,47.4408673782
Optik Rathenow,7272,47.4347694104
Deportivo Norte,7273,47.4282982518
Progresul Pecica,7274,47.4254431782
24 de Junio,7275,47.4250699516
Uskok Klis,7276,47.423290983
Imperial Unido,7277,47.4204068696
Inter de Ceuta,7278,47.4182692121
Ekibastuz,7279,47.4139648569
Schott Jena,7280,47.4132474662
Mazıdağı Fosfatspor,7281,47.4039214331
Órdenes,7282,47.4032040496
Bełchatów,7283,47.4021279751
Jedinstvo Surčin,7284,47.4003345203
La Cantera Posadas,7285,47.3956570261
Lokomotiv Oslo,7286,47.3945954864
Chacarita Aimogasta,7287,47.3945809598
Varnsdorf,7288,47.3938781095
Staphorst,7289,47.3920846693
Honvéd II,7290,47.3917259817
Maharlika,7291,47.3899006865
Cosmos Koblenz,7292,47.3859869968
Velež Nevesinje,7293,47.3859869968
Municipal Braşov,7294,47.3859869968
KPV,7295,47.3802480447
Mutilvera II,7296,47.3791719948
Marine,7297,47.3777372634
Ermis,7298,47.3744373889
Enskede,7299,47.3691289179
Albenga,7300,47.3669768431
Mieszko Gniezno,7301,47.3651834509
Harborough Town,7302,47.3633900619
Somaspor,7303,47.3626727072
KRC Gent,7304,47.3598032935
Nantong Zhiyun,7305,47.3540485162
Izolator Boguchwała,7306,47.3479670484
Tucumán Central,7307,47.3436484679
Atlético Central Córdoba,7308,47.3422137871
SteDoCo,7309,47.3411523038
Ferro Carril Oeste LP,7310,47.3404204391
FA 2000,7311,47.330033609
FC Tokushima,7312,47.3279732433
Thróttur Vogar,7313,47.3232189859
Argentinos del Sud,7314,47.3206938214
Somorrostro,7315,47.3199910227
Peña Deportiva II,7316,47.3171217307
Arroyo,7317,47.3117418304
Esporles,7318,47.302416738
Atlético Escobar,7319,47.2970223911
UD San José,7320,47.2887879124
Metallurg Lipetsk,7321,47.2879809483
Orel,7322,47.2876222978
Panargiakos,7323,47.2837668127
Sloga Leskovac,7324,47.2837668127
Lima FBC,7325,47.2772966251
Blancdieu Hirosaki,7326,47.2763268311
Manchester 62,7327,47.2720949032
Daegu II,7328,47.271556845
Bangkok,7329,47.269404979
Åstorp,7330,47.2683450207
Valdepeñas,7331,47.2669104474
Iru Bat,7332,47.2665518044
Sigüeiro,7333,47.2658345188
Kottern,7334,47.2597376118
San Viator,7335,47.2536407419
Virginia Dream,7336,47.2535737788
Uralets Nizhnyi Tagil,7337,47.2435092604
La Cuadra,7338,47.2428816499
Atlético Santa Rosa,7339,47.2417912226
Ferriolense,7340,47.2389366784
Sony Sendai,7341,47.2378448073
Cenicero,7342,47.233915828
La Tamponnaise,7343,47.2318590415
Gievenbeck,7344,47.229612262
Paiosaco,7345,47.229612262
Povltava FA,7346,47.2285363734
Bath United,7347,47.2264810712
Schötz,7348,47.223515575
Songwe Border United,7349,47.2221472587
Inter Miami II,7350,47.2220141048
SalPa,7351,47.2210051853
Nomads United,7352,47.2195527484
Philippine Army,7353,47.2195388262
Spartak Medzev,7354,47.2192120536
OFK Vrbas,7355,47.2184948018
Wiltz,7356,47.2184948018
Boroquímica,7357,47.2152526511
Lewart,7358,47.2131154298
Lobos ULMX,7359,47.2130484694
Argentinos 25 de Mayo,7360,47.2113077883
Belgrano Media Agua,7361,47.2084388069
Ciudad de Calasparra,7362,47.2037912534
Kukësi,7363,47.2019981525
Estudiantes Olavarría,7364,47.2009077697
Amsurrbac,7365,47.195528492
Rotxapea,7366,47.1915982305
Boeung Ket,7367,47.1912272678
Talanta,7368,47.1864803812
Deportivo Malvinas,7369,47.1811838928
Ambo Ketema,7370,47.181101181
Neza,7371,47.1807728457
Al Mudhaibi,7372,47.1803054199
Union Klosterfelde,7373,47.176177855
Olimpic Zărneşti,7374,47.1722331459
Einheit Rudolstadt,7375,47.1682884523
Coronel Aguirre,7376,47.1654050707
Ştiinţa Miroslava,7377,47.1636265617
Erriberri,7378,47.1632679557
Deportivo Guaymallén,7379,47.162177615
Viggbyholms IK,7380,47.1578888801
Platges de Calvià II,7381,47.1578888801
Olivenza,7382,47.1564544648
Spartak Pleven,7383,47.1525386055
Jeanne d'Arc,7384,47.146867206
Ann Arbor,7385,47.143119265
Hereford,7386,47.1363728665
L'Olleria,7387,47.1345798862
Holzheimer SG,7388,47.1324283141
Revengers,7389,47.1308967048
Amorebieta II,7390,47.1302767467
Volna,7391,47.1284837773
Lerinés,7392,47.1263322184
Persikas,7393,47.1202201891
Doneztebe,7394,47.1184432083
ACS Mediaş 2022,7395,47.1162916709
Migori Youth,7396,47.1133257329
Chernomorets Balchik,7397,47.1123471977
Balonpié Bolívar,7398,47.1101811509
Khonkaen,7399,47.1051594977
Devonshire Cougars,7400,47.1050214563
Radès,7401,47.1040024852
Pyeongchang United,7402,47.1012150684
Sonsbeck,7403,47.100155288
Defensores Belgrano JD,7404,47.099065016
Veternik,7405,47.0983623726
Kibera Black Stars,7406,47.0982651453
Alexandria,7407,47.0969280426
Corpus Christi,7408,47.0943510176
Abahani Dhaka,7409,47.0940470434
Noah II,7410,47.0922664843
Omladinac NB,7411,47.0890392644
Majd,7412,47.0885049293
Tuwaiq,7413,47.0867120348
St. Gallen II,7414,47.0804333956
Přepeře,7415,47.0775647891
Jinju Citizen,7416,47.0771902439
Hemmingen-Westerfeld,7417,47.0736204686
Podunavac,7418,47.0736204686
Victoria Sulejówek,7419,47.0725447475
Batu Ketema,7420,47.0692203668
Hapoel Bik'at HaYarden,7421,47.068959019
Varea II,7422,47.0646561617
New Club,7423,47.0631390527
Eastbourne Borough,7424,47.06250474
San Lorenzo Gonnet,7425,47.0624902182
Alhowra,7426,47.0573090238
Huracán Vera,7427,47.0567531164
Mladi Radnik,7428,47.0564090704
Comercio Trelew,7429,47.0549602788
Tanjong Pagar,7430,47.051178004
Camioneros Córdoba,7431,47.0445618845
Humaitá,7432,47.042410506
Burgos International,7433,47.0420664649
Stomil Olsztyn,7434,47.0413493401
Rosenborg II,7435,47.0384808457
Atlético Cuyaya,7436,47.036314959
Cherepovets,7437,47.0358812799
Flower City Union,7438,47.035186851
Huế,7439,47.0345207103
Smedby,7440,47.0291582961
Concordia Elbląg,7441,47.0248556102
Gama,7442,47.0244970539
Atlético Marquesado,7443,47.0198213123
Hapoel Hod HaSharon,7444,47.0187601703
Belasitsa,7445,47.0177132766
Peciu Nou,7446,47.0176845083
Quart de Poblet,7447,47.0155331878
Adanaspor,7448,47.0148160819
Bullom Stars,7449,47.0123723947
9 de Julio Morteros,7450,47.0101403856
Nara United,7451,47.0076290833
San Lorenzo M. Caseros,7452,47.0036864867
Sporting Cabanillas,7453,47.0019082654
Flora,7454,47.0013164178
YP Maintenance,7455,47.0000995575
Lota Schwager,7456,46.9997424579
Porriño Industrial,7457,46.9886420722
Malpartida,7458,46.9875664427
Vysoké Mýto,7459,46.9872078998
Cetatea 1932 Suceava,7460,46.9839810192
AHFC Royals,7461,46.9828384497
Juv. Regional M. Cané,7462,46.9800225477
RCP Valverdeño,7463,46.9786029082
Sochi II,7464,46.9781547336
San Martín Pérez Millán,7465,46.9775127689
Sprockhövel,7466,46.9717906759
San Fernando CDI II,7467,46.9710736015
Progresul Spartac,7468,46.9696394543
Boditi Ketema,7469,46.9684666305
Juventud Tinogasta,7470,46.9681907887
Villamuriel,7471,46.965337025
Blejoi,7472,46.965337025
Stal Brzeg,7473,46.96497849
Ironi Beit Shemesh,7474,46.9592419486
Olimpo Tres Arroyos,7475,46.9581518304
Atlético Carlos Casares,7476,46.9581518304
Viitorul Arad,7477,46.9578078184
Sriwijaya,7478,46.9516968201
Velden,7479,46.9509957281
Auersmacher,7480,46.9481274935
Policiales,7481,46.9481129733
Ondalán,7482,46.9470519076
Dunedin City Royals,7483,46.944882813
UA Zacatecas,7484,46.94196558
Pobeda,7485,46.9419428906
Burela,7486,46.9416739957
CSM Bacău,7487,46.9377302121
Injibara Ketema,7488,46.9272358286
Olimpia Juniors,7489,46.926242956
Barrio Don Bosco,7490,46.9233747926
ROHDA Raalte,7491,46.9215967145
Omarska,7492,46.9205211573
Unión del Norte,7493,46.914770352
San Jorge Villa Elisa,7494,46.9072415274
Deportivo Chascomús,7495,46.902580855
Skjetten,7496,46.8990102567
Colegiales V. Mercedes,7497,46.8950521226
Central San Carlos,7498,46.8943351034
Huracán Corrientes,7499,46.8939765941
Carrión,7500,46.889330503
Metalurgistul Cugir,7501,46.8878964735
PSM Fútbol,7502,46.8857309137
Persiku Kudus,7503,46.8850124536
Karadeniz Ereğli BSK,7504,46.8839529028
Siverek Belediyespor,7505,46.8789338354
Inter de Valdemoro,7506,46.8774998208
Atlético Gran Canaria,7507,46.8721222845
Volna Nizhegorodskaya,7508,46.8684476513
Karpaty Krosno,7509,46.8667447772
B71,7510,46.8632135632
Brownsville,7511,46.8580738894
Aviación,7512,46.855975331
Maritsa Plovdiv,7513,46.8545558683
Grand-Quevilly,7514,46.8516879114
Eskişehir Anadolu SF,7515,46.8495369492
TSS Rovers,7516,46.8490577459
Andés,7517,46.8430840904
Wikielec,7518,46.8366312736
AFC Telford United,7519,46.8337633684
Sloga Požega,7520,46.8319709319
Busaiteen,7521,46.8303612747
Eugenio Bustos,7522,46.8262206383
Spartak Plovdiv,7523,46.824801218
Častkovce,7524,46.8212163805
Lublinianka,7525,46.8190654842
Talleres Berrotarán,7526,46.8165415928
Rivera del Paraná,7527,46.8154661492
Elman,7528,46.8148298715
Erciyes 38 FK,7529,46.8129713033
Podkonice,7530,46.8097449874
Beykoz İshaklıspor,7531,46.8093865085
Don Bosco Paraná,7532,46.8039948224
Alfindén,7533,46.8032923869
Admira Dornbirn,7534,46.8029339103
Tapachula,7535,46.8017915485
Wezel Sport,7536,46.7989906765
Šencur,7537,46.7968398283
Rijnvogels,7538,46.79612288
Kamboi Eagles,7539,46.7850764104
Spartans,7540,46.7842933067
Racing Ojo de Agua,7541,46.778543289
Amical Saint-Prex,7542,46.7742562035
Yadanarbon,7543,46.7742243642
Omedla,7544,46.7734420758
Železničar Lajkovac,7545,46.7699546189
Dinamo Helfort,7546,46.7670869062
Camagüey,7547,46.76449486
Dubai City,7548,46.7633265785
Turrialba,7549,46.7623599605
Santa Lucia,7550,46.7609930442
Jiul Petroşani,7551,46.7588422783
Đại Học Văn Hiến,7552,46.7584678529
PSIS Semarang,7553,46.7584678529
Locri 1909,7554,46.7577668971
Sportivo Pampa,7555,46.7559600803
Masfut,7556,46.7511389381
İnegöl Kafkas Gençlik,7557,46.7477300621
VVSB,7558,46.7470131492
Boden,7559,46.7359010654
Târgu Secuiesc,7560,46.7326749999
Atlético 9 de Julio,7561,46.7269252813
Sloboda Mrkonjić Grad,7562,46.721921524
Mineros de Fresnillo,7563,46.7186285767
Melilla CD,7564,46.7183370579
Inter Kashi,7565,46.7152938045
Paiporta,7566,46.7086590642
Lechia Dzierżoniów,7567,46.7086590642
Louisiana Krewe,7568,46.707516811
BFA,7569,46.7011318011
Oltul Curtişoara,7570,46.6996980432
Llandudno,7571,46.6971889719
Coca,7572,46.6946799068
Cappellen,7573,46.6903786673
Algar,7574,46.6896617959
Laguna de Duero,7575,46.688944925
Real Madrid P. Bajada,7576,46.684629194
Bishoftu Ketema,7577,46.6809621925
Karbach,7578,46.6807009466
Universitatea Alba Iulia,7579,46.6767581986
Einheit Wernigerode,7580,46.6742491854
Paysandú,7581,46.6692166618
Kerry,7582,46.6663637564
Igalo,7583,46.6609873636
Naprzód Jędrzejów,7584,46.6588368146
Vlasenica,7585,46.6570446941
Benigànim CF,7586,46.6566862704
Moaña,7587,46.6559694233
Bath City,7588,46.655611
Montrose,7589,46.6534604627
Świdniczanka Świdnik,7590,46.6531020403
Inter Manacor,7591,46.6488009813
Scheiblingkirchen,7592,46.645933619
Sepsi II,7593,46.6448583603
Montsinéry,7594,46.6438795198
Akatsi All Stars,7595,46.6415354085
Kozlovice,7596,46.6355395004
Real Kashmir,7597,46.6321380865
San Juan Atlético,7598,46.6298048609
Táborsko II,7599,46.6283712063
Kosova,7600,46.6265791409
Deportivo Aldao,7601,46.6262062127
Nikola Tesla,7602,46.6212029641
Universidad Oviedo,7603,46.6143931822
La Calamine,7604,46.6126011421
Mitre de Salta,7605,46.6115114043
Stal Łańcut,7606,46.6100922914
Calor de San Juan,7607,46.6100253715
